"","run","year","precip"
"6646",266,"21",26.67
"6647",266,"22",26.67
"6648",266,"23",53.34
"6649",266,"24",26.67
"6650",266,"25",26.67
"6651",267,"1",53.34
"6652",267,"2",8.89
"6653",267,"3",26.67
"6654",267,"4",26.67
"6655",267,"5",26.67
"6656",267,"6",26.67
"6657",267,"7",26.67
"6658",267,"8",80.01
"6659",267,"9",26.67
"6660",267,"10",26.67
"6661",267,"11",8.89
"6662",267,"12",8.89
"6663",267,"13",26.67
"6664",267,"14",26.67
"6665",267,"15",26.67
"6666",267,"16",53.34
"6667",267,"17",8.89
"6668",267,"18",53.34
"6669",267,"19",26.67
"6670",267,"20",8.89
"6671",267,"21",53.34
"6672",267,"22",8.89
"6673",267,"23",26.67
"6674",267,"24",8.89
"6675",267,"25",26.67
"6676",268,"1",53.34
"6677",268,"2",53.34
"6678",268,"3",26.67
"6679",268,"4",26.67
"6680",268,"5",8.89
"6681",268,"6",53.34
"6682",268,"7",26.67
"6683",268,"8",26.67
"6684",268,"9",26.67
"6685",268,"10",26.67
"6686",268,"11",53.34
"6687",268,"12",26.67
"6688",268,"13",80.01
"6689",268,"14",26.67
"6690",268,"15",80.01
"6691",268,"16",26.67
"6692",268,"17",53.34
"6693",268,"18",8.89
"6694",268,"19",53.34
"6695",268,"20",53.34
"6696",268,"21",26.67
"6697",268,"22",8.89
"6698",268,"23",53.34
"6699",268,"24",26.67
"6700",268,"25",26.67
"6701",269,"1",8.89
"6702",269,"2",26.67
"6703",269,"3",26.67
"6704",269,"4",26.67
"6705",269,"5",26.67
"6706",269,"6",26.67
"6707",269,"7",26.67
"6708",269,"8",53.34
"6709",269,"9",26.67
"6710",269,"10",8.89
"6711",269,"11",26.67
"6712",269,"12",26.67
"6713",269,"13",26.67
"6714",269,"14",26.67
"6715",269,"15",8.89
"6716",269,"16",53.34
"6717",269,"17",26.67
"6718",269,"18",53.34
"6719",269,"19",26.67
"6720",269,"20",26.67
"6721",269,"21",8.89
"6722",269,"22",53.34
"6723",269,"23",26.67
"6724",269,"24",53.34
"6725",269,"25",26.67
"6726",270,"1",53.34
"6727",270,"2",26.67
"6728",270,"3",26.67
"6729",270,"4",53.34
"6730",270,"5",26.67
"6731",270,"6",53.34
"6732",270,"7",8.89
"6733",270,"8",8.89
"6734",270,"9",26.67
"6735",270,"10",26.67
"6736",270,"11",26.67
"6737",270,"12",26.67
"6738",270,"13",80.01
"6739",270,"14",26.67
"6740",270,"15",8.89
"6741",270,"16",26.67
"6742",270,"17",8.89
"6743",270,"18",53.34
"6744",270,"19",8.89
"6745",270,"20",53.34
"6746",270,"21",53.34
"6747",270,"22",26.67
"6748",270,"23",8.89
"6749",270,"24",26.67
"6750",270,"25",26.67
"6751",271,"1",26.67
"6752",271,"2",8.89
"6753",271,"3",80.01
"6754",271,"4",26.67
"6755",271,"5",53.34
"6756",271,"6",8.89
"6757",271,"7",26.67
"6758",271,"8",26.67
"6759",271,"9",53.34
"6760",271,"10",8.89
"6761",271,"11",8.89
"6762",271,"12",26.67
"6763",271,"13",8.89
"6764",271,"14",26.67
"6765",271,"15",26.67
"6766",271,"16",26.67
"6767",271,"17",26.67
"6768",271,"18",26.67
"6769",271,"19",8.89
"6770",271,"20",26.67
"6771",271,"21",53.34
"6772",271,"22",8.89
"6773",271,"23",26.67
"6774",271,"24",8.89
"6775",271,"25",53.34
"6776",272,"1",8.89
"6777",272,"2",53.34
"6778",272,"3",53.34
"6779",272,"4",53.34
"6780",272,"5",26.67
"6781",272,"6",80.01
"6782",272,"7",26.67
"6783",272,"8",26.67
"6784",272,"9",80.01
"6785",272,"10",26.67
"6786",272,"11",80.01
"6787",272,"12",26.67
"6788",272,"13",26.67
"6789",272,"14",53.34
"6790",272,"15",26.67
"6791",272,"16",53.34
"6792",272,"17",53.34
"6793",272,"18",26.67
"6794",272,"19",26.67
"6795",272,"20",26.67
"6796",272,"21",8.89
"6797",272,"22",8.89
"6798",272,"23",8.89
"6799",272,"24",26.67
"6800",272,"25",26.67
"6801",273,"1",26.67
"6802",273,"2",8.89
"6803",273,"3",53.34
"6804",273,"4",53.34
"6805",273,"5",26.67
"6806",273,"6",26.67
"6807",273,"7",8.89
"6808",273,"8",26.67
"6809",273,"9",53.34
"6810",273,"10",26.67
"6811",273,"11",26.67
"6812",273,"12",26.67
"6813",273,"13",53.34
"6814",273,"14",26.67
"6815",273,"15",26.67
"6816",273,"16",26.67
"6817",273,"17",8.89
"6818",273,"18",26.67
"6819",273,"19",8.89
"6820",273,"20",8.89
"6821",273,"21",26.67
"6822",273,"22",53.34
"6823",273,"23",80.01
"6824",273,"24",8.89
"6825",273,"25",26.67
"6826",274,"1",26.67
"6827",274,"2",26.67
"6828",274,"3",53.34
"6829",274,"4",8.89
"6830",274,"5",26.67
"6831",274,"6",26.67
"6832",274,"7",26.67
"6833",274,"8",53.34
"6834",274,"9",53.34
"6835",274,"10",26.67
"6836",274,"11",53.34
"6837",274,"12",26.67
"6838",274,"13",26.67
"6839",274,"14",26.67
"6840",274,"15",26.67
"6841",274,"16",26.67
"6842",274,"17",80.01
"6843",274,"18",8.89
"6844",274,"19",26.67
"6845",274,"20",53.34
"6846",274,"21",8.89
"6847",274,"22",26.67
"6848",274,"23",8.89
"6849",274,"24",53.34
"6850",274,"25",26.67
"6851",275,"1",26.67
"6852",275,"2",26.67
"6853",275,"3",26.67
"6854",275,"4",8.89
"6855",275,"5",26.67
"6856",275,"6",26.67
"6857",275,"7",8.89
"6858",275,"8",26.67
"6859",275,"9",53.34
"6860",275,"10",26.67
"6861",275,"11",53.34
"6862",275,"12",53.34
"6863",275,"13",26.67
"6864",275,"14",8.89
"6865",275,"15",26.67
"6866",275,"16",8.89
"6867",275,"17",26.67
"6868",275,"18",26.67
"6869",275,"19",26.67
"6870",275,"20",8.89
"6871",275,"21",53.34
"6872",275,"22",26.67
"6873",275,"23",26.67
"6874",275,"24",26.67
"6875",275,"25",26.67
"6876",276,"1",26.67
"6877",276,"2",53.34
"6878",276,"3",26.67
"6879",276,"4",26.67
"6880",276,"5",26.67
"6881",276,"6",26.67
"6882",276,"7",8.89
"6883",276,"8",26.67
"6884",276,"9",26.67
"6885",276,"10",53.34
"6886",276,"11",26.67
"6887",276,"12",26.67
"6888",276,"13",26.67
"6889",276,"14",26.67
"6890",276,"15",8.89
"6891",276,"16",53.34
"6892",276,"17",8.89
"6893",276,"18",26.67
"6894",276,"19",26.67
"6895",276,"20",8.89
"6896",276,"21",8.89
"6897",276,"22",26.67
"6898",276,"23",26.67
"6899",276,"24",26.67
"6900",276,"25",26.67
"6901",277,"1",53.34
"6902",277,"2",53.34
"6903",277,"3",26.67
"6904",277,"4",26.67
"6905",277,"5",8.89
"6906",277,"6",53.34
"6907",277,"7",8.89
"6908",277,"8",8.89
"6909",277,"9",26.67
"6910",277,"10",53.34
"6911",277,"11",26.67
"6912",277,"12",26.67
"6913",277,"13",26.67
"6914",277,"14",8.89
"6915",277,"15",8.89
"6916",277,"16",26.67
"6917",277,"17",53.34
"6918",277,"18",26.67
"6919",277,"19",26.67
"6920",277,"20",26.67
"6921",277,"21",26.67
"6922",277,"22",53.34
"6923",277,"23",53.34
"6924",277,"24",8.89
"6925",277,"25",80.01
"6926",278,"1",8.89
"6927",278,"2",8.89
"6928",278,"3",8.89
"6929",278,"4",26.67
"6930",278,"5",8.89
"6931",278,"6",26.67
"6932",278,"7",26.67
"6933",278,"8",8.89
"6934",278,"9",53.34
"6935",278,"10",26.67
"6936",278,"11",8.89
"6937",278,"12",53.34
"6938",278,"13",26.67
"6939",278,"14",26.67
"6940",278,"15",53.34
"6941",278,"16",26.67
"6942",278,"17",26.67
"6943",278,"18",80.01
"6944",278,"19",26.67
"6945",278,"20",26.67
"6946",278,"21",8.89
"6947",278,"22",8.89
"6948",278,"23",53.34
"6949",278,"24",26.67
"6950",278,"25",26.67
"6951",279,"1",8.89
"6952",279,"2",53.34
"6953",279,"3",26.67
"6954",279,"4",8.89
"6955",279,"5",8.89
"6956",279,"6",26.67
"6957",279,"7",26.67
"6958",279,"8",26.67
"6959",279,"9",26.67
"6960",279,"10",26.67
"6961",279,"11",26.67
"6962",279,"12",53.34
"6963",279,"13",53.34
"6964",279,"14",26.67
"6965",279,"15",8.89
"6966",279,"16",26.67
"6967",279,"17",26.67
"6968",279,"18",80.01
"6969",279,"19",26.67
"6970",279,"20",53.34
"6971",279,"21",26.67
"6972",279,"22",26.67
"6973",279,"23",53.34
"6974",279,"24",8.89
"6975",279,"25",26.67
"6976",280,"1",26.67
"6977",280,"2",26.67
"6978",280,"3",26.67
"6979",280,"4",53.34
"6980",280,"5",26.67
"6981",280,"6",26.67
"6982",280,"7",26.67
"6983",280,"8",26.67
"6984",280,"9",53.34
"6985",280,"10",80.01
"6986",280,"11",8.89
"6987",280,"12",26.67
"6988",280,"13",53.34
"6989",280,"14",53.34
"6990",280,"15",8.89
"6991",280,"16",53.34
"6992",280,"17",8.89
"6993",280,"18",26.67
"6994",280,"19",26.67
"6995",280,"20",26.67
"6996",280,"21",53.34
"6997",280,"22",26.67
"6998",280,"23",53.34
"6999",280,"24",26.67
"7000",280,"25",8.89
"7001",281,"1",26.67
"7002",281,"2",53.34
"7003",281,"3",26.67
"7004",281,"4",26.67
"7005",281,"5",26.67
"7006",281,"6",53.34
"7007",281,"7",8.89
"7008",281,"8",26.67
"7009",281,"9",26.67
"7010",281,"10",53.34
"7011",281,"11",26.67
"7012",281,"12",80.01
"7013",281,"13",26.67
"7014",281,"14",26.67
"7015",281,"15",53.34
"7016",281,"16",26.67
"7017",281,"17",26.67
"7018",281,"18",53.34
"7019",281,"19",8.89
"7020",281,"20",80.01
"7021",281,"21",26.67
"7022",281,"22",26.67
"7023",281,"23",26.67
"7024",281,"24",53.34
"7025",281,"25",26.67
"7026",282,"1",8.89
"7027",282,"2",53.34
"7028",282,"3",53.34
"7029",282,"4",53.34
"7030",282,"5",26.67
"7031",282,"6",26.67
"7032",282,"7",26.67
"7033",282,"8",80.01
"7034",282,"9",26.67
"7035",282,"10",53.34
"7036",282,"11",26.67
"7037",282,"12",26.67
"7038",282,"13",26.67
"7039",282,"14",26.67
"7040",282,"15",26.67
"7041",282,"16",26.67
"7042",282,"17",53.34
"7043",282,"18",80.01
"7044",282,"19",8.89
"7045",282,"20",26.67
"7046",282,"21",53.34
"7047",282,"22",8.89
"7048",282,"23",53.34
"7049",282,"24",26.67
"7050",282,"25",53.34
"7051",283,"1",53.34
"7052",283,"2",26.67
"7053",283,"3",26.67
"7054",283,"4",26.67
"7055",283,"5",26.67
"7056",283,"6",26.67
"7057",283,"7",26.67
"7058",283,"8",80.01
"7059",283,"9",26.67
"7060",283,"10",26.67
"7061",283,"11",26.67
"7062",283,"12",8.89
"7063",283,"13",53.34
"7064",283,"14",8.89
"7065",283,"15",26.67
"7066",283,"16",80.01
"7067",283,"17",8.89
"7068",283,"18",53.34
"7069",283,"19",26.67
"7070",283,"20",8.89
"7071",283,"21",53.34
"7072",283,"22",26.67
"7073",283,"23",8.89
"7074",283,"24",8.89
"7075",283,"25",26.67
"7076",284,"1",26.67
"7077",284,"2",26.67
"7078",284,"3",8.89
"7079",284,"4",26.67
"7080",284,"5",8.89
"7081",284,"6",26.67
"7082",284,"7",8.89
"7083",284,"8",53.34
"7084",284,"9",26.67
"7085",284,"10",26.67
"7086",284,"11",80.01
"7087",284,"12",80.01
"7088",284,"13",26.67
"7089",284,"14",80.01
"7090",284,"15",26.67
"7091",284,"16",8.89
"7092",284,"17",53.34
"7093",284,"18",80.01
"7094",284,"19",8.89
"7095",284,"20",8.89
"7096",284,"21",80.01
"7097",284,"22",26.67
"7098",284,"23",26.67
"7099",284,"24",26.67
"7100",284,"25",26.67
"7101",285,"1",53.34
"7102",285,"2",26.67
"7103",285,"3",26.67
"7104",285,"4",26.67
"7105",285,"5",26.67
"7106",285,"6",8.89
"7107",285,"7",26.67
"7108",285,"8",53.34
"7109",285,"9",26.67
"7110",285,"10",26.67
"7111",285,"11",26.67
"7112",285,"12",8.89
"7113",285,"13",8.89
"7114",285,"14",80.01
"7115",285,"15",53.34
"7116",285,"16",26.67
"7117",285,"17",53.34
"7118",285,"18",53.34
"7119",285,"19",53.34
"7120",285,"20",26.67
"7121",285,"21",26.67
"7122",285,"22",53.34
"7123",285,"23",26.67
"7124",285,"24",26.67
"7125",285,"25",8.89
"7126",286,"1",26.67
"7127",286,"2",53.34
"7128",286,"3",8.89
"7129",286,"4",8.89
"7130",286,"5",53.34
"7131",286,"6",53.34
"7132",286,"7",26.67
"7133",286,"8",26.67
"7134",286,"9",26.67
"7135",286,"10",8.89
"7136",286,"11",26.67
"7137",286,"12",8.89
"7138",286,"13",53.34
"7139",286,"14",26.67
"7140",286,"15",53.34
"7141",286,"16",26.67
"7142",286,"17",26.67
"7143",286,"18",26.67
"7144",286,"19",8.89
"7145",286,"20",8.89
"7146",286,"21",53.34
"7147",286,"22",26.67
"7148",286,"23",26.67
"7149",286,"24",53.34
"7150",286,"25",80.01
"7151",287,"1",26.67
"7152",287,"2",26.67
"7153",287,"3",26.67
"7154",287,"4",8.89
"7155",287,"5",53.34
"7156",287,"6",26.67
"7157",287,"7",53.34
"7158",287,"8",26.67
"7159",287,"9",26.67
"7160",287,"10",8.89
"7161",287,"11",26.67
"7162",287,"12",26.67
"7163",287,"13",53.34
"7164",287,"14",53.34
"7165",287,"15",53.34
"7166",287,"16",8.89
"7167",287,"17",26.67
"7168",287,"18",26.67
"7169",287,"19",8.89
"7170",287,"20",26.67
"7171",287,"21",8.89
"7172",287,"22",8.89
"7173",287,"23",53.34
"7174",287,"24",26.67
"7175",287,"25",26.67
"7176",288,"1",53.34
"7177",288,"2",26.67
"7178",288,"3",8.89
"7179",288,"4",26.67
"7180",288,"5",26.67
"7181",288,"6",26.67
"7182",288,"7",26.67
"7183",288,"8",26.67
"7184",288,"9",26.67
"7185",288,"10",26.67
"7186",288,"11",26.67
"7187",288,"12",26.67
"7188",288,"13",53.34
"7189",288,"14",26.67
"7190",288,"15",26.67
"7191",288,"16",8.89
"7192",288,"17",8.89
"7193",288,"18",26.67
"7194",288,"19",26.67
"7195",288,"20",53.34
"7196",288,"21",26.67
"7197",288,"22",53.34
"7198",288,"23",26.67
"7199",288,"24",8.89
"7200",288,"25",53.34
"7201",289,"1",26.67
"7202",289,"2",26.67
"7203",289,"3",8.89
"7204",289,"4",53.34
"7205",289,"5",26.67
"7206",289,"6",8.89
"7207",289,"7",26.67
"7208",289,"8",26.67
"7209",289,"9",8.89
"7210",289,"10",53.34
"7211",289,"11",8.89
"7212",289,"12",26.67
"7213",289,"13",8.89
"7214",289,"14",53.34
"7215",289,"15",53.34
"7216",289,"16",53.34
"7217",289,"17",53.34
"7218",289,"18",80.01
"7219",289,"19",26.67
"7220",289,"20",53.34
"7221",289,"21",8.89
"7222",289,"22",26.67
"7223",289,"23",26.67
"7224",289,"24",8.89
"7225",289,"25",53.34
"7226",290,"1",80.01
"7227",290,"2",26.67
"7228",290,"3",26.67
"7229",290,"4",26.67
"7230",290,"5",26.67
"7231",290,"6",26.67
"7232",290,"7",53.34
"7233",290,"8",8.89
"7234",290,"9",53.34
"7235",290,"10",26.67
"7236",290,"11",26.67
"7237",290,"12",26.67
"7238",290,"13",26.67
"7239",290,"14",26.67
"7240",290,"15",8.89
"7241",290,"16",8.89
"7242",290,"17",26.67
"7243",290,"18",26.67
"7244",290,"19",26.67
"7245",290,"20",26.67
"7246",290,"21",53.34
"7247",290,"22",8.89
"7248",290,"23",53.34
"7249",290,"24",53.34
"7250",290,"25",26.67
"7251",291,"1",53.34
"7252",291,"2",26.67
"7253",291,"3",26.67
"7254",291,"4",26.67
"7255",291,"5",53.34
"7256",291,"6",53.34
"7257",291,"7",26.67
"7258",291,"8",8.89
"7259",291,"9",53.34
"7260",291,"10",26.67
"7261",291,"11",26.67
"7262",291,"12",26.67
"7263",291,"13",53.34
"7264",291,"14",26.67
"7265",291,"15",26.67
"7266",291,"16",26.67
"7267",291,"17",26.67
"7268",291,"18",53.34
"7269",291,"19",26.67
"7270",291,"20",53.34
"7271",291,"21",8.89
"7272",291,"22",80.01
"7273",291,"23",26.67
"7274",291,"24",53.34
"7275",291,"25",53.34
"7276",292,"1",26.67
"7277",292,"2",26.67
"7278",292,"3",26.67
"7279",292,"4",53.34
"7280",292,"5",8.89
"7281",292,"6",26.67
"7282",292,"7",26.67
"7283",292,"8",26.67
"7284",292,"9",26.67
"7285",292,"10",26.67
"7286",292,"11",26.67
"7287",292,"12",8.89
"7288",292,"13",80.01
"7289",292,"14",80.01
"7290",292,"15",26.67
"7291",292,"16",26.67
"7292",292,"17",53.34
"7293",292,"18",53.34
"7294",292,"19",26.67
"7295",292,"20",26.67
"7296",292,"21",26.67
"7297",292,"22",26.67
"7298",292,"23",26.67
"7299",292,"24",26.67
"7300",292,"25",26.67
"7301",293,"1",8.89
"7302",293,"2",26.67
"7303",293,"3",26.67
"7304",293,"4",26.67
"7305",293,"5",26.67
"7306",293,"6",26.67
"7307",293,"7",26.67
"7308",293,"8",53.34
"7309",293,"9",53.34
"7310",293,"10",8.89
"7311",293,"11",53.34
"7312",293,"12",26.67
"7313",293,"13",53.34
"7314",293,"14",8.89
"7315",293,"15",53.34
"7316",293,"16",80.01
"7317",293,"17",53.34
"7318",293,"18",8.89
"7319",293,"19",53.34
"7320",293,"20",26.67
"7321",293,"21",26.67
"7322",293,"22",26.67
"7323",293,"23",26.67
"7324",293,"24",8.89
"7325",293,"25",8.89
"7326",294,"1",26.67
"7327",294,"2",26.67
"7328",294,"3",26.67
"7329",294,"4",8.89
"7330",294,"5",26.67
"7331",294,"6",26.67
"7332",294,"7",53.34
"7333",294,"8",26.67
"7334",294,"9",80.01
"7335",294,"10",53.34
"7336",294,"11",26.67
"7337",294,"12",26.67
"7338",294,"13",53.34
"7339",294,"14",53.34
"7340",294,"15",26.67
"7341",294,"16",8.89
"7342",294,"17",26.67
"7343",294,"18",26.67
"7344",294,"19",26.67
"7345",294,"20",26.67
"7346",294,"21",26.67
"7347",294,"22",53.34
"7348",294,"23",53.34
"7349",294,"24",53.34
"7350",294,"25",26.67
"7351",295,"1",8.89
"7352",295,"2",26.67
"7353",295,"3",26.67
"7354",295,"4",8.89
"7355",295,"5",26.67
"7356",295,"6",8.89
"7357",295,"7",26.67
"7358",295,"8",53.34
"7359",295,"9",8.89
"7360",295,"10",26.67
"7361",295,"11",26.67
"7362",295,"12",53.34
"7363",295,"13",26.67
"7364",295,"14",26.67
"7365",295,"15",53.34
"7366",295,"16",80.01
"7367",295,"17",8.89
"7368",295,"18",53.34
"7369",295,"19",8.89
"7370",295,"20",8.89
"7371",295,"21",53.34
"7372",295,"22",53.34
"7373",295,"23",8.89
"7374",295,"24",26.67
"7375",295,"25",26.67
"7376",296,"1",8.89
"7377",296,"2",53.34
"7378",296,"3",26.67
"7379",296,"4",26.67
"7380",296,"5",8.89
"7381",296,"6",26.67
"7382",296,"7",8.89
"7383",296,"8",53.34
"7384",296,"9",26.67
"7385",296,"10",26.67
"7386",296,"11",26.67
"7387",296,"12",53.34
"7388",296,"13",80.01
"7389",296,"14",8.89
"7390",296,"15",26.67
"7391",296,"16",53.34
"7392",296,"17",53.34
"7393",296,"18",80.01
"7394",296,"19",53.34
"7395",296,"20",26.67
"7396",296,"21",53.34
"7397",296,"22",8.89
"7398",296,"23",8.89
"7399",296,"24",26.67
"7400",296,"25",53.34
"7401",297,"1",26.67
"7402",297,"2",8.89
"7403",297,"3",26.67
"7404",297,"4",53.34
"7405",297,"5",53.34
"7406",297,"6",26.67
"7407",297,"7",53.34
"7408",297,"8",26.67
"7409",297,"9",53.34
"7410",297,"10",26.67
"7411",297,"11",53.34
"7412",297,"12",53.34
"7413",297,"13",53.34
"7414",297,"14",26.67
"7415",297,"15",53.34
"7416",297,"16",26.67
"7417",297,"17",26.67
"7418",297,"18",8.89
"7419",297,"19",8.89
"7420",297,"20",26.67
"7421",297,"21",8.89
"7422",297,"22",26.67
"7423",297,"23",26.67
"7424",297,"24",26.67
"7425",297,"25",26.67
"7426",298,"1",53.34
"7427",298,"2",26.67
"7428",298,"3",8.89
"7429",298,"4",53.34
"7430",298,"5",26.67
"7431",298,"6",8.89
"7432",298,"7",8.89
"7433",298,"8",8.89
"7434",298,"9",26.67
"7435",298,"10",53.34
"7436",298,"11",26.67
"7437",298,"12",8.89
"7438",298,"13",26.67
"7439",298,"14",26.67
"7440",298,"15",80.01
"7441",298,"16",8.89
"7442",298,"17",53.34
"7443",298,"18",26.67
"7444",298,"19",53.34
"7445",298,"20",53.34
"7446",298,"21",26.67
"7447",298,"22",53.34
"7448",298,"23",8.89
"7449",298,"24",26.67
"7450",298,"25",8.89
"7451",299,"1",8.89
"7452",299,"2",26.67
"7453",299,"3",26.67
"7454",299,"4",53.34
"7455",299,"5",26.67
"7456",299,"6",26.67
"7457",299,"7",53.34
"7458",299,"8",26.67
"7459",299,"9",53.34
"7460",299,"10",26.67
"7461",299,"11",53.34
"7462",299,"12",80.01
"7463",299,"13",8.89
"7464",299,"14",26.67
"7465",299,"15",26.67
"7466",299,"16",53.34
"7467",299,"17",26.67
"7468",299,"18",53.34
"7469",299,"19",8.89
"7470",299,"20",8.89
"7471",299,"21",26.67
"7472",299,"22",26.67
"7473",299,"23",26.67
"7474",299,"24",53.34
"7475",299,"25",53.34
"7476",300,"1",53.34
"7477",300,"2",8.89
"7478",300,"3",26.67
"7479",300,"4",26.67
"7480",300,"5",53.34
"7481",300,"6",26.67
"7482",300,"7",26.67
"7483",300,"8",26.67
"7484",300,"9",26.67
"7485",300,"10",8.89
"7486",300,"11",8.89
"7487",300,"12",53.34
"7488",300,"13",26.67
"7489",300,"14",8.89
"7490",300,"15",26.67
"7491",300,"16",26.67
"7492",300,"17",26.67
"7493",300,"18",80.01
"7494",300,"19",26.67
"7495",300,"20",53.34
"7496",300,"21",8.89
"7497",300,"22",26.67
"7498",300,"23",53.34
"7499",300,"24",26.67
"7500",300,"25",26.67
"7501",301,"1",8.89
"7502",301,"2",8.89
"7503",301,"3",8.89
"7504",301,"4",8.89
"7505",301,"5",26.67
"7506",301,"6",80.01
"7507",301,"7",26.67
"7508",301,"8",53.34
"7509",301,"9",26.67
"7510",301,"10",53.34
"7511",301,"11",80.01
"7512",301,"12",53.34
"7513",301,"13",8.89
"7514",301,"14",8.89
"7515",301,"15",26.67
"7516",301,"16",26.67
"7517",301,"17",8.89
"7518",301,"18",26.67
"7519",301,"19",8.89
"7520",301,"20",26.67
"7521",301,"21",80.01
"7522",301,"22",8.89
"7523",301,"23",53.34
"7524",301,"24",53.34
"7525",301,"25",26.67
"7526",302,"1",26.67
"7527",302,"2",53.34
"7528",302,"3",26.67
"7529",302,"4",80.01
"7530",302,"5",26.67
"7531",302,"6",8.89
"7532",302,"7",26.67
"7533",302,"8",53.34
"7534",302,"9",26.67
"7535",302,"10",26.67
"7536",302,"11",53.34
"7537",302,"12",8.89
"7538",302,"13",26.67
"7539",302,"14",26.67
"7540",302,"15",53.34
"7541",302,"16",53.34
"7542",302,"17",26.67
"7543",302,"18",80.01
"7544",302,"19",80.01
"7545",302,"20",53.34
"7546",302,"21",26.67
"7547",302,"22",8.89
"7548",302,"23",26.67
"7549",302,"24",53.34
"7550",302,"25",26.67
"7551",303,"1",8.89
"7552",303,"2",8.89
"7553",303,"3",53.34
"7554",303,"4",8.89
"7555",303,"5",26.67
"7556",303,"6",53.34
"7557",303,"7",26.67
"7558",303,"8",8.89
"7559",303,"9",26.67
"7560",303,"10",26.67
"7561",303,"11",8.89
"7562",303,"12",8.89
"7563",303,"13",26.67
"7564",303,"14",26.67
"7565",303,"15",53.34
"7566",303,"16",8.89
"7567",303,"17",53.34
"7568",303,"18",53.34
"7569",303,"19",26.67
"7570",303,"20",53.34
"7571",303,"21",26.67
"7572",303,"22",80.01
"7573",303,"23",53.34
"7574",303,"24",26.67
"7575",303,"25",26.67
"7576",304,"1",26.67
"7577",304,"2",26.67
"7578",304,"3",26.67
"7579",304,"4",26.67
"7580",304,"5",8.89
"7581",304,"6",26.67
"7582",304,"7",53.34
"7583",304,"8",53.34
"7584",304,"9",26.67
"7585",304,"10",26.67
"7586",304,"11",26.67
"7587",304,"12",53.34
"7588",304,"13",8.89
"7589",304,"14",26.67
"7590",304,"15",26.67
"7591",304,"16",53.34
"7592",304,"17",53.34
"7593",304,"18",53.34
"7594",304,"19",26.67
"7595",304,"20",26.67
"7596",304,"21",26.67
"7597",304,"22",26.67
"7598",304,"23",26.67
"7599",304,"24",26.67
"7600",304,"25",26.67
"7601",305,"1",26.67
"7602",305,"2",26.67
"7603",305,"3",26.67
"7604",305,"4",26.67
"7605",305,"5",53.34
"7606",305,"6",26.67
"7607",305,"7",53.34
"7608",305,"8",53.34
"7609",305,"9",26.67
"7610",305,"10",53.34
"7611",305,"11",26.67
"7612",305,"12",26.67
"7613",305,"13",26.67
"7614",305,"14",8.89
"7615",305,"15",26.67
"7616",305,"16",26.67
"7617",305,"17",26.67
"7618",305,"18",26.67
"7619",305,"19",26.67
"7620",305,"20",26.67
"7621",305,"21",8.89
"7622",305,"22",26.67
"7623",305,"23",8.89
"7624",305,"24",53.34
"7625",305,"25",26.67
"7626",306,"1",8.89
"7627",306,"2",26.67
"7628",306,"3",26.67
"7629",306,"4",53.34
"7630",306,"5",26.67
"7631",306,"6",8.89
"7632",306,"7",53.34
"7633",306,"8",8.89
"7634",306,"9",26.67
"7635",306,"10",26.67
"7636",306,"11",8.89
"7637",306,"12",26.67
"7638",306,"13",26.67
"7639",306,"14",8.89
"7640",306,"15",26.67
"7641",306,"16",26.67
"7642",306,"17",26.67
"7643",306,"18",53.34
"7644",306,"19",26.67
"7645",306,"20",8.89
"7646",306,"21",26.67
"7647",306,"22",8.89
"7648",306,"23",26.67
"7649",306,"24",53.34
"7650",306,"25",26.67
"7651",307,"1",53.34
"7652",307,"2",26.67
"7653",307,"3",53.34
"7654",307,"4",26.67
"7655",307,"5",26.67
"7656",307,"6",26.67
"7657",307,"7",80.01
"7658",307,"8",26.67
"7659",307,"9",80.01
"7660",307,"10",8.89
"7661",307,"11",26.67
"7662",307,"12",26.67
"7663",307,"13",80.01
"7664",307,"14",8.89
"7665",307,"15",26.67
"7666",307,"16",26.67
"7667",307,"17",8.89
"7668",307,"18",26.67
"7669",307,"19",26.67
"7670",307,"20",8.89
"7671",307,"21",26.67
"7672",307,"22",53.34
"7673",307,"23",53.34
"7674",307,"24",53.34
"7675",307,"25",8.89
"7676",308,"1",26.67
"7677",308,"2",26.67
"7678",308,"3",53.34
"7679",308,"4",26.67
"7680",308,"5",8.89
"7681",308,"6",53.34
"7682",308,"7",26.67
"7683",308,"8",53.34
"7684",308,"9",80.01
"7685",308,"10",53.34
"7686",308,"11",8.89
"7687",308,"12",8.89
"7688",308,"13",26.67
"7689",308,"14",53.34
"7690",308,"15",53.34
"7691",308,"16",26.67
"7692",308,"17",26.67
"7693",308,"18",80.01
"7694",308,"19",26.67
"7695",308,"20",26.67
"7696",308,"21",26.67
"7697",308,"22",26.67
"7698",308,"23",26.67
"7699",308,"24",80.01
"7700",308,"25",8.89
"7701",309,"1",53.34
"7702",309,"2",26.67
"7703",309,"3",8.89
"7704",309,"4",26.67
"7705",309,"5",8.89
"7706",309,"6",26.67
"7707",309,"7",26.67
"7708",309,"8",8.89
"7709",309,"9",26.67
"7710",309,"10",26.67
"7711",309,"11",26.67
"7712",309,"12",53.34
"7713",309,"13",8.89
"7714",309,"14",26.67
"7715",309,"15",26.67
"7716",309,"16",26.67
"7717",309,"17",26.67
"7718",309,"18",26.67
"7719",309,"19",26.67
"7720",309,"20",8.89
"7721",309,"21",26.67
